state, probability,
[1; 15; 2; 32],0.000201551997233,
[1; 15; 1; 33],0.000508766101702,
[1; 15; 0; 34],0.00124647694818,
[1; 14; 35; 0],4.89652021439e-31,
[1; 14; 34; 1],4.07880133536e-29,
[1; 14; 33; 2],1.69882075483e-27,
[1; 14; 32; 3],4.71705895885e-26,
[1; 14; 31; 4],9.82327527403e-25,
[1; 14; 30; 5],1.63655765936e-23,
[1; 14; 29; 6],2.27208754861e-22,
[1; 14; 28; 7],2.7037841807e-21,
[1; 14; 27; 8],2.81531527593e-20,
[1; 14; 26; 9],2.60573069221e-19,
[1; 14; 25; 10],2.1705736649e-18,
[1; 14; 24; 11],1.64371623766e-17,
[1; 14; 23; 12],1.14101302074e-16,
[1; 14; 22; 13],7.31126035019e-16,
[1; 14; 21; 14],4.35019990492e-15,
[1; 14; 20; 15],2.41581101195e-14,
[1; 14; 19; 16],1.2577316071e-13,
[1; 14; 18; 17],6.16288486992e-13,
[1; 14; 17; 18],2.85204616254e-12,
[1; 14; 16; 19],1.25039707975e-11,
[1; 14; 15; 20],5.20790383302e-11,
[1; 14; 14; 21],2.06580185213e-10,
[1; 14; 13; 22],7.82187700665e-10,
[1; 14; 12; 23],2.8328798006e-09,
[1; 14; 11; 24],9.83245363346e-09,
[1; 14; 10; 25],3.27617354808e-08,
[1; 14; 9; 26],1.0496356013e-07,
[1; 14; 8; 27],3.23832020442e-07,
[1; 14; 7; 28],9.63400260052e-07,
[1; 14; 6; 29],2.76728419306e-06,
[1; 14; 5; 30],7.68382576999e-06,
[1; 14; 4; 31],2.06471834237e-05,
[1; 14; 3; 32],5.37471993072e-05,
[1; 14; 2; 33],0.000135670960568,
[1; 14; 1; 34],0.000332393853128,
[1; 14; 0; 35],0.000791097369819,
[1; 13; 36; 0],1.30573872493e-31,
[1; 13; 35; 1],1.08768035701e-29,
[1; 13; 34; 2],4.53018868336e-28,
[1; 13; 33; 3],1.25788239008e-26,
[1; 13; 32; 4],2.61954007527e-25,
[1; 13; 31; 5],4.36415376195e-24,
[1; 13; 30; 6],6.05890013471e-23,
[1; 13; 29; 7],7.2100911546e-22,
[1; 13; 28; 8],7.50750740879e-21,
[1; 13; 27; 9],6.94861518508e-20,
[1; 13; 26; 10],5.78819644459e-19,
[1; 13; 25; 11],4.38324330411e-18,
[1; 13; 24; 12],3.0427013912e-17,
[1; 13; 23; 13],1.94966942835e-16,
[1; 13; 22; 14],1.16005330895e-15,
[1; 13; 21; 15],6.44216270395e-15,
[1; 13; 20; 16],3.35395095509e-14,
[1; 13; 19; 17],1.64343596669e-13,
[1; 13; 18; 18],7.60545643984e-13,
[1; 13; 17; 19],3.33439221546e-12,
[1; 13; 16; 20],1.38877435664e-11,
[1; 13; 15; 21],5.50880494364e-11,
[1; 13; 14; 22],2.08583387019e-10,
[1; 13; 13; 23],7.55434614128e-10,
[1; 13; 12; 24],2.62198763779e-09,
[1; 13; 11; 25],8.73646280221e-09,
[1; 13; 10; 26],2.79902827249e-08,
[1; 13; 9; 27],8.63552055237e-08,
[1; 13; 8; 28],2.5690673623e-07,
[1; 13; 7; 29],7.37942452103e-07,
[1; 13; 6; 30],2.04902020705e-06,
[1; 13; 5; 31],5.50591558427e-06,
[1; 13; 4; 32],1.43325864939e-05,
[1; 13; 3; 33],3.61789228485e-05,
[1; 13; 2; 34],8.86383609087e-05,
[1; 13; 1; 35],0.000210959298796,
[1; 13; 0; 36],0.000488136377105,
[1; 12; 37; 0],3.48196993608e-32,
[1; 12; 36; 1],2.90048095446e-30,
[1; 12; 35; 2],1.20805031658e-28,
[1; 12; 34; 3],3.35435304304e-27,
[1; 12; 33; 4],6.9854402066e-26,
[1; 12; 32; 5],1.1637743375e-24,
[1; 12; 31; 6],1.61570670395e-23,
[1; 12; 30; 7],1.92269097618e-22,
[1; 12; 29; 8],2.00200197736e-21,
[1; 12; 28; 9],1.85296405091e-20,
[1; 12; 27; 10],1.54351905319e-19,
[1; 12; 26; 11],1.16886488208e-18,
[1; 12; 25; 12],8.11387038334e-18,
[1; 12; 24; 13],5.19911847998e-17,
[1; 12; 23; 14],3.09347549314e-16,
[1; 12; 22; 15],1.71791005583e-15,
[1; 12; 21; 16],8.94386922108e-15,
[1; 12; 20; 17],4.38249591486e-14,
[1; 12; 19; 18],2.02812171899e-13,
[1; 12; 18; 19],8.89171258203e-13,
[1; 12; 17; 20],3.70339828748e-12,
[1; 12; 16; 21],1.46901465287e-11,
[1; 12; 15; 22],5.56222365852e-11,
[1; 12; 14; 23],2.01449230603e-10,
[1; 12; 13; 24],6.99196703999e-10,
[1; 12; 12; 25],2.32972341588e-09,
[1; 12; 11; 26],7.46407539958e-09,
[1; 12; 10; 27],2.30280548257e-08,
[1; 12; 9; 28],6.85084630521e-08,
[1; 12; 8; 29],1.96784654059e-07,
[1; 12; 7; 30],5.46405389006e-07,
[1; 12; 6; 31],1.46824415704e-06,
[1; 12; 5; 32],3.82202306826e-06,
[1; 12; 4; 33],9.64771276771e-06,
[1; 12; 3; 34],2.36368962622e-05,
[1; 12; 2; 35],5.62558130594e-05,
[1; 12; 1; 36],0.000130169700671,
[1; 12; 0; 37],0.000293057731278,
[1; 11; 38; 0],9.28525317069e-33,
[1; 11; 37; 1],7.73461588506e-31,
[1; 11; 36; 2],3.22146751358e-29,
[1; 11; 35; 3],8.94494145562e-28,
[1; 11; 34; 4],1.86278405666e-26,
[1; 11; 33; 5],3.10339823594e-25,
[1; 11; 32; 6],4.30855121415e-24,
[1; 11; 31; 7],5.12717594078e-23,
[1; 11; 30; 8],5.33867194411e-22,
[1; 11; 29; 9],4.94123747324e-21,
[1; 11; 28; 10],4.11605081195e-20,
[1; 11; 27; 11],3.11697302149e-19,
[1; 11; 26; 12],2.16369877071e-18,
[1; 11; 25; 13],1.38643159583e-17,
[1; 11; 24; 14],8.24926798863e-17,
[1; 11; 23; 15],4.58109348606e-16,
[1; 11; 22; 16],2.38503179429e-15,
[1; 11; 21; 17],1.16866557828e-14,
[1; 11; 20; 18],5.40832458853e-14,
[1; 11; 19; 19],2.3711233572e-13,
[1; 11; 18; 20],9.87572877491e-13,
[1; 11; 17; 21],3.91737241095e-12,
[1; 11; 16; 22],1.48325964352e-11,
[1; 11; 15; 23],5.37197948727e-11,
[1; 11; 14; 24],1.86452454556e-10,
[1; 11; 13; 25],6.2125957809e-10,
[1; 11; 12; 26],1.99042010823e-09,
[1; 11; 11; 27],6.14081462534e-09,
[1; 11; 10; 28],1.82689234959e-08,
[1; 11; 9; 29],5.24759077933e-08,
[1; 11; 8; 30],1.45708103857e-07,
[1; 11; 7; 31],3.91531775539e-07,
[1; 11; 6; 32],1.01920615239e-06,
[1; 11; 5; 33],2.57272340688e-06,
[1; 11; 4; 34],6.30317234187e-06,
[1; 11; 3; 35],1.50015501618e-05,
[1; 11; 2; 36],3.4711920208e-05,
[1; 11; 1; 37],7.81487284064e-05,
[1; 11; 0; 38],0.000171310238713,
[1; 10; 39; 0],2.47606751426e-33,
[1; 10; 38; 1],2.06256423775e-31,
[1; 10; 37; 2],8.59058004342e-30,
[1; 10; 36; 3],2.3853177235e-28,
[1; 10; 35; 4],4.96742415526e-27,
[1; 10; 34; 5],8.27572863611e-26,
[1; 10; 33; 6],1.1489469914e-24,
[1; 10; 32; 7],1.36724691869e-23,
[1; 10; 31; 8],1.42364585296e-22,
[1; 10; 30; 9],1.31766332731e-21,
[1; 10; 29; 10],1.09761355078e-20,
[1; 10; 28; 11],8.3119280643e-20,
[1; 10; 27; 12],5.7698633934e-19,
[1; 10; 26; 13],3.69715092531e-18,
[1; 10; 25; 14],2.19980479882e-17,
[1; 10; 24; 15],1.22162493064e-16,
[1; 10; 23; 16],6.36008479012e-16,
[1; 10; 22; 17],3.11644154469e-15,
[1; 10; 21; 18],1.44221989149e-14,
[1; 10; 20; 19],6.32299562451e-14,
[1; 10; 19; 20],2.63352767552e-13,
[1; 10; 18; 21],1.0446326438e-12,
[1; 10; 17; 22],3.9553590527e-12,
[1; 10; 16; 23],1.43252786447e-11,
[1; 10; 15; 24],4.97206545901e-11,
[1; 10; 14; 25],1.65669220963e-10,
[1; 10; 13; 26],5.30778695973e-10,
[1; 10; 12; 27],1.63755056813e-09,
[1; 10; 11; 28],4.87171293634e-09,
[1; 10; 10; 29],1.39935754233e-08,
[1; 10; 9; 30],3.88554943946e-08,
[1; 10; 8; 31],1.04408473565e-07,
[1; 10; 7; 32],2.71788307533e-07,
[1; 10; 6; 33],6.86059575745e-07,
[1; 10; 5; 34],1.68084595924e-06,
[1; 10; 4; 35],4.00041337984e-06,
[1; 10; 3; 36],9.25651206324e-06,
[1; 10; 2; 37],2.08396609259e-05,
[1; 10; 1; 38],4.56827303619e-05,
[1; 10; 0; 39],9.75736265675e-05,
[1; 9; 40; 0],6.60284671025e-34,
[1; 9; 39; 1],5.50017130528e-32,
[1; 9; 38; 2],2.29082134684e-30,
[1; 9; 37; 3],6.36084726801e-29,
[1; 9; 36; 4],1.32464644252e-27,
[1; 9; 35; 5],2.20686097148e-26,
[1; 9; 34; 6],3.06385864632e-25,
[1; 9; 33; 7],3.64599178623e-24,
[1; 9; 32; 8],3.79638894441e-23,
[1; 9; 31; 9],3.51376887577e-22,
[1; 9; 30; 10],2.9269694712e-21,
[1; 9; 29; 11],2.21651415234e-20,
[1; 9; 28; 12],1.53863023953e-19,
[1; 9; 27; 13],9.85906914243e-19,
[1; 9; 26; 14],5.8661461351e-18,
[1; 9; 25; 15],3.25766648445e-17,
[1; 9; 24; 16],1.69602261212e-16,
[1; 9; 23; 17],8.31051079283e-16,
[1; 9; 22; 18],3.84591971386e-15,
[1; 9; 21; 19],1.68613216795e-14,
[1; 9; 20; 20],7.02274047396e-14,
[1; 9; 19; 21],2.78568705247e-13,
[1; 9; 18; 22],1.05476241494e-12,
[1; 9; 17; 23],3.82007430847e-12,
[1; 9; 16; 24],1.32588412352e-11,
[1; 9; 15; 25],4.41784589606e-11,
[1; 9; 14; 26],1.41540985712e-10,
[1; 9; 13; 27],4.36680151869e-10,
[1; 9; 12; 28],1.29912345078e-09,
[1; 9; 11; 29],3.73162011601e-09,
[1; 9; 10; 30],1.03614651806e-08,
[1; 9; 9; 31],2.78422596407e-08,
[1; 9; 8; 32],7.24768820697e-08,
[1; 9; 7; 33],1.82949220352e-07,
[1; 9; 6; 34],4.48225589508e-07,
[1; 9; 5; 35],1.06677690219e-06,
[1; 9; 4; 36],2.46840321894e-06,
[1; 9; 3; 37],5.55724291823e-06,
[1; 9; 2; 38],1.21820614401e-05,
[1; 9; 1; 39],2.60196337732e-05,
[1; 9; 0; 40],5.41858872898e-05,
[1; 8; 41; 0],1.76075912421e-34,
[1; 8; 40; 1],1.46671234931e-32,
[1; 8; 39; 2],6.10885693003e-31,
[1; 8; 38; 3],1.69622593956e-29,
[1; 8; 37; 4],3.53239051634e-28,
[1; 8; 36; 5],5.88496259557e-27,
[1; 8; 35; 6],8.17028973038e-26,
[1; 8; 34; 7],9.72264477145e-25,
[1; 8; 33; 8],1.01237038603e-23,
[1; 8; 32; 9],9.37005034325e-23,
[1; 8; 31; 10],7.80525192975e-22,
[1; 8; 30; 11],5.91070441121e-21,
[1; 8; 29; 12],4.10301397553e-20,
[1; 8; 28; 13],2.62908510686e-19,
[1; 8; 27; 14],1.56430563734e-18,
[1; 8; 26; 15],8.68711063249e-18,
[1; 8; 25; 16],4.52272696946e-17,
[1; 8; 24; 17],2.21613621328e-16,
[1; 8; 23; 18],1.02557859122e-15,
[1; 8; 22; 19],4.49635245165e-15,
[1; 8; 21; 20],1.87273079463e-14,
[1; 8; 20; 21],7.42849881281e-14,
[1; 8; 19; 22],2.81269977553e-13,
[1; 8; 18; 23],1.01868648312e-12,
[1; 8; 17; 24],3.53569099901e-12,
[1; 8; 16; 25],1.17809223994e-11,
[1; 8; 15; 26],3.77442628882e-11,
[1; 8; 14; 27],1.16448040596e-10,
[1; 8; 13; 28],3.46432920499e-10,
[1; 8; 12; 29],9.95098698439e-10,
[1; 8; 11; 30],2.76305738381e-09,
[1; 8; 10; 31],7.42460257708e-09,
[1; 8; 9; 32],1.93271685682e-08,
[1; 8; 8; 33],4.87864588016e-08,
[1; 8; 7; 34],1.19526823969e-07,
[1; 8; 6; 35],2.84473840822e-07,
[1; 8; 5; 36],6.58240858936e-07,
[1; 8; 4; 37],1.48193144611e-06,
[1; 8; 3; 38],3.24854972008e-06,
[1; 8; 2; 39],6.93856901201e-06,
[1; 8; 1; 40],1.44495699561e-05,
[1; 8; 0; 41],2.93572969851e-05,
[1; 7; 42; 0],4.69535766851e-35,
[1; 7; 41; 1],3.91123293477e-33,
[1; 7; 40; 2],1.62902851604e-31,
[1; 7; 39; 3],4.52326917596e-30,
[1; 7; 38; 4],9.41970805149e-29,
[1; 7; 37; 5],1.56932336014e-27,
[1; 7; 36; 6],2.17874392993e-26,
[1; 7; 35; 7],2.59270527457e-25,
[1; 7; 34; 8],2.699654365e-24,
[1; 7; 33; 9],2.49868009363e-23,
[1; 7; 32; 10],2.08140051635e-22,
[1; 7; 31; 11],1.57618784431e-21,
[1; 7; 30; 12],1.09413706106e-20,
[1; 7; 29; 13],7.01089362417e-20,
[1; 7; 28; 14],4.17148170308e-19,
[1; 7; 27; 15],2.31656283728e-18,
[1; 7; 26; 16],1.2060605262e-17,
[1; 7; 25; 17],5.90969657372e-17,
[1; 7; 24; 18],2.73487624556e-16,
[1; 7; 23; 19],1.19902732145e-15,
[1; 7; 22; 20],4.99394878987e-15,
[1; 7; 21; 21],1.98093301841e-14,
[1; 7; 20; 22],7.50053274106e-14,
[1; 7; 19; 23],2.71649729059e-13,
[1; 7; 18; 24],9.42850933862e-13,
[1; 7; 17; 25],3.14157930914e-12,
[1; 7; 16; 26],1.00651367786e-11,
[1; 7; 15; 27],3.10528108517e-11,
[1; 7; 14; 28],9.23821122107e-11,
[1; 7; 13; 29],2.6535965314e-10,
[1; 7; 12; 30],7.36815302969e-10,
[1; 7; 11; 31],1.97989402222e-09,
[1; 7; 10; 32],5.1539116225e-09,
[1; 7; 9; 33],1.3009722358e-08,
[1; 7; 8; 34],3.18738197519e-08,
[1; 7; 7; 35],7.58596909495e-08,
[1; 7; 6; 36],1.75530895864e-07,
[1; 7; 5; 37],3.95181719294e-07,
[1; 7; 4; 38],8.66279926082e-07,
[1; 7; 3; 39],1.85028507142e-06,
[1; 7; 2; 40],3.85321865819e-06,
[1; 7; 1; 41],7.82861253593e-06,
[1; 7; 0; 42],1.5526748184e-05,
[1; 6; 43; 0],1.25209537932e-35,
[1; 6; 42; 1],1.04299545015e-33,
[1; 6; 41; 2],4.34407604643e-32,
[1; 6; 40; 3],1.2062051146e-30,
[1; 6; 39; 4],2.51192214917e-29,
[1; 6; 38; 5],4.18486229721e-28,
[1; 6; 37; 6],5.80998381803e-27,
[1; 6; 36; 7],6.91388073798e-26,
[1; 6; 35; 8],7.19907831272e-25,
[1; 6; 34; 9],6.66314692195e-24,
[1; 6; 33; 10],5.55040138159e-23,
[1; 6; 32; 11],4.20316758837e-22,
[1; 6; 31; 12],2.91769883195e-21,
[1; 6; 30; 13],1.86957163468e-20,
[1; 6; 29; 14],1.11239512176e-19,
[1; 6; 28; 15],6.1775009046e-19,
[1; 6; 27; 16],3.21616140591e-18,
[1; 6; 26; 17],1.57591908765e-17,
[1; 6; 25; 18],7.29300332762e-17,
[1; 6; 24; 19],3.19740619321e-16,
[1; 6; 23; 20],1.33171967842e-15,
[1; 6; 22; 21],5.28248805354e-15,
[1; 6; 21; 22],2.00014206596e-14,
[1; 6; 20; 23],7.24399278099e-14,
[1; 6; 19; 24],2.51426915908e-13,
[1; 6; 18; 25],8.37754483142e-13,
[1; 6; 17; 26],2.68403647656e-12,
[1; 6; 16; 27],8.28074956741e-12,
[1; 6; 15; 28],2.46352299436e-11,
[1; 6; 14; 29],7.07625742301e-11,
[1; 6; 13; 30],1.96484080957e-10,
[1; 6; 12; 31],5.27971739701e-10,
[1; 6; 11; 32],1.37437643382e-09,
[1; 6; 10; 33],3.46925929839e-09,
[1; 6; 9; 34],8.49968527432e-09,
[1; 6; 8; 35],2.02292509369e-08,
[1; 6; 7; 36],4.68082389363e-08,
[1; 6; 6; 37],1.053817919e-07,
[1; 6; 5; 38],2.31007980483e-07,
[1; 6; 4; 39],4.93409352794e-07,
[1; 6; 3; 40],1.02752497638e-06,
[1; 6; 2; 41],2.08763001133e-06,
[1; 6; 1; 42],4.14046618587e-06,
[1; 6; 0; 43],8.02094960488e-06,
[1; 5; 44; 0],3.33892101433e-36,
[1; 5; 43; 1],2.78132120273e-34,
[1; 5; 42; 2],1.15842028002e-32,
[1; 5; 41; 3],3.21654697498e-31,
[1; 5; 40; 4],6.69845907009e-30,
[1; 5; 39; 5],1.11596328019e-28,
[1; 5; 38; 6],1.54932901944e-27,
[1; 5; 37; 7],1.84370153168e-26,
[1; 5; 36; 8],1.91975421834e-25,
[1; 5; 35; 9],1.77683918068e-24,
[1; 5; 34; 10],1.48010703633e-23,
[1; 5; 33; 11],1.12084469117e-22,
[1; 5; 32; 12],7.78053022506e-22,
[1; 5; 31; 13],4.98552436334e-21,
[1; 5; 30; 14],2.96638699384e-20,
[1; 5; 29; 15],1.64733357594e-19,
[1; 5; 28; 16],8.57643042296e-19,
[1; 5; 27; 17],4.20245090393e-18,
[1; 5; 26; 18],1.944800889e-17,
[1; 5; 25; 19],8.52641652239e-17,
[1; 5; 24; 20],3.55125247876e-16,
[1; 5; 23; 21],1.40866348213e-15,
[1; 5; 22; 22],5.33371218038e-15,
[1; 5; 21; 23],1.93173140989e-14,
[1; 5; 20; 24],6.70471776317e-14,
[1; 5; 19; 25],2.23401195692e-13,
[1; 5; 18; 26],7.15743061016e-13,
[1; 5; 17; 27],2.2081998865e-12,
[1; 5; 16; 28],6.56939465713e-12,
[1; 5; 15; 29],1.88700198106e-11,
[1; 5; 14; 30],5.23957549658e-11,
[1; 5; 13; 31],1.40792464039e-10,
[1; 5; 12; 32],3.6650038266e-10,
[1; 5; 11; 33],9.2513581368e-10,
[1; 5; 10; 34],2.26658274172e-09,
[1; 5; 9; 35],5.39446692103e-09,
[1; 5; 8; 36],1.24821970602e-08,
[1; 5; 7; 37],2.8101811197e-08,
[1; 5; 6; 38],6.16021281804e-08,
[1; 5; 5; 39],1.31575827522e-07,
[1; 5; 4; 40],2.74006660598e-07,
[1; 5; 3; 41],5.56701336824e-07,
[1; 5; 2; 42],1.10412431716e-06,
[1; 5; 1; 43],2.13891989643e-06,
[1; 5; 0; 44],4.04936425527e-06,
[1; 4; 45; 0],8.90378937902e-37,
[1; 4; 44; 1],7.41685654685e-35,
[1; 4; 43; 2],3.08912074932e-33,
[1; 4; 42; 3],8.57745860715e-32,
[1; 4; 41; 4],1.78625575352e-30,
[1; 4; 40; 5],2.97590208302e-29,
[1; 4; 39; 6],4.13154405532e-28,
[1; 4; 38; 7],4.91653742194e-27,
[1; 4; 37; 8],5.11934458654e-26,
[1; 4; 36; 9],4.73823781912e-25,
[1; 4; 35; 10],3.9469521002e-24,
[1; 4; 34; 11],2.98891917897e-23,
[1; 4; 33; 12],2.07480806176e-22,
[1; 4; 32; 13],1.32947316468e-21,
[1; 4; 31; 14],7.91036532356e-21,
[1; 4; 30; 15],4.39288953954e-20,
[1; 4; 29; 16],2.28704811471e-19,
[1; 4; 28; 17],1.12065357532e-18,
[1; 4; 27; 18],5.18613570835e-18,
[1; 4; 26; 19],2.27371107455e-17,
[1; 4; 25; 20],9.47000661799e-17,
[1; 4; 24; 21],3.7564359555e-16,
[1; 4; 23; 22],1.4223232493e-15,
[1; 4; 22; 23],5.15128376403e-15,
[1; 4; 21; 24],1.78792473835e-14,
[1; 4; 20; 25],5.95736522346e-14,
[1; 4; 19; 26],1.90864816431e-13,
[1; 4; 18; 27],5.88853303561e-13,
[1; 4; 17; 28],1.75183857671e-12,
[1; 4; 16; 29],5.03200528704e-12,
[1; 4; 15; 30],1.3972201336e-11,
[1; 4; 14; 31],3.75446571085e-11,
[1; 4; 13; 32],9.77334354582e-11,
[1; 4; 12; 33],2.46702883855e-10,
[1; 4; 11; 34],6.04422064967e-10,
[1; 4; 10; 35],1.43852451348e-09,
[1; 4; 9; 36],3.32858588551e-09,
[1; 4; 8; 37],7.49381632549e-09,
[1; 4; 7; 38],1.64272341953e-08,
[1; 4; 6; 39],3.50868873687e-08,
[1; 4; 5; 40],7.30684428876e-08,
[1; 4; 4; 41],1.48453689944e-07,
[1; 4; 3; 42],2.9443315149e-07,
[1; 4; 2; 43],5.70378639528e-07,
[1; 4; 1; 44],1.07983046898e-06,
[1; 4; 0; 45],1.99888617766e-06,
[1; 3; 46; 0],2.3743438364e-37,
[1; 3; 45; 1],1.97782841415e-35,
[1; 3; 44; 2],8.23765533843e-34,
[1; 3; 43; 3],2.28732229716e-32,
[1; 3; 42; 4],4.76334868007e-31,
[1; 3; 41; 5],7.93573889471e-30,
[1; 3; 40; 6],1.10174508234e-28,
[1; 3; 39; 7],1.31107664695e-27,
[1; 3; 38; 8],1.36515855756e-26,
[1; 3; 37; 9],1.26353008616e-25,
[1; 3; 36; 10],1.05252056094e-24,
[1; 3; 35; 11],7.97045115062e-24,
[1; 3; 34; 12],5.53282150267e-23,
[1; 3; 33; 13],3.54526177545e-22,
[1; 3; 32; 14],2.10943075472e-21,
[1; 3; 31; 15],1.17143721153e-20,
[1; 3; 30; 16],6.09879497769e-20,
[1; 3; 29; 17],2.9884095367e-19,
[1; 3; 28; 18],1.38296952339e-18,
[1; 3; 27; 19],6.06322953722e-18,
[1; 3; 26; 20],2.52533510025e-17,
[1; 3; 25; 21],1.00171625564e-16,
[1; 3; 24; 22],3.79286200131e-16,
[1; 3; 23; 23],1.37367567156e-15,
[1; 3; 22; 24],4.76779930627e-15,
[1; 3; 21; 25],1.58863072759e-14,
[1; 3; 20; 26],5.08972844244e-14,
[1; 3; 19; 27],1.57027547748e-13,
[1; 3; 18; 28],4.67156954181e-13,
[1; 3; 17; 29],1.34186807767e-12,
[1; 3; 16; 30],3.72592035938e-12,
[1; 3; 15; 31],1.00119085707e-11,
[1; 3; 14; 32],2.60622494774e-11,
[1; 3; 13; 33],6.578743575e-11,
[1; 3; 12; 34],1.6117921746e-10,
[1; 3; 11; 35],3.83606537251e-10,
[1; 3; 10; 36],8.87622903548e-10,
[1; 3; 9; 37],1.99835102181e-09,
[1; 3; 8; 38],4.38059578908e-09,
[1; 3; 7; 39],9.35650330619e-09,
[1; 3; 6; 40],1.94849181197e-08,
[1; 3; 5; 41],3.95876506851e-08,
[1; 3; 4; 42],7.85155071299e-08,
[1; 3; 3; 43],1.52100970668e-07,
[1; 3; 2; 44],2.87954791969e-07,
[1; 3; 1; 45],5.3303631449e-07,
[1; 3; 0; 46],9.65259238302e-07,
[1; 2; 47; 0],6.33158356905e-38,
[1; 2; 46; 1],5.27420910884e-36,
[1; 2; 45; 2],2.19670809209e-34,
[1; 2; 44; 3],6.09952613089e-33,
[1; 2; 43; 4],1.27022631575e-31,
[1; 2; 42; 5],2.11619704037e-30,
[1; 2; 41; 6],2.93798688872e-29,
[1; 2; 40; 7],3.49620439481e-28,
[1; 2; 39; 8],3.64042282321e-27,
[1; 2; 38; 9],3.36941356593e-26,
[1; 2; 37; 10],2.80672149819e-25,
[1; 2; 36; 11],2.12545364195e-24,
[1; 2; 35; 12],1.47541906862e-23,
[1; 2; 34; 13],9.45403140913e-23,
[1; 2; 33; 14],5.62514868398e-22,
[1; 2; 32; 15],3.1238325667e-21,
[1; 2; 31; 16],1.62634532875e-20,
[1; 2; 30; 17],7.96909210456e-20,
[1; 2; 29; 18],3.68791873214e-19,
[1; 2; 28; 19],1.61686121128e-18,
[1; 2; 27; 20],6.73422693966e-18,
[1; 2; 26; 21],2.67124335062e-17,
[1; 2; 25; 22],1.01142986787e-16,
[1; 2; 24; 23],3.66313512724e-16,
[1; 2; 23; 24],1.27141314941e-15,
[1; 2; 22; 25],4.23634861047e-15,
[1; 2; 21; 26],1.35726091913e-14,
[1; 2; 20; 27],4.1874012768e-14,
[1; 2; 19; 28],1.24575187886e-13,
[1; 2; 18; 29],3.5783148768e-13,
[1; 2; 17; 30],9.93578763337e-13,
[1; 2; 16; 31],2.66984228776e-12,
[1; 2; 15; 32],6.94993319982e-12,
[1; 2; 14; 33],1.75433162147e-11,
[1; 2; 13; 34],4.29811246921e-11,
[1; 2; 12; 35],1.02295076686e-10,
[1; 2; 11; 36],2.36699441145e-10,
[1; 2; 10; 37],5.32893606264e-10,
[1; 2; 9; 38],1.16815887807e-09,
[1; 2; 8; 39],2.49506755041e-09,
[1; 2; 7; 40],5.19597816962e-09,
[1; 2; 6; 41],1.05567068582e-08,
[1; 2; 5; 42],2.09374685856e-08,
[1; 2; 4; 43],4.0560258879e-08,
[1; 2; 3; 44],7.67879445897e-08,
[1; 2; 2; 45],1.42143017317e-07,
[1; 2; 1; 46],2.57402463763e-07,
[1; 2; 0; 47],4.56204791798e-07,
[1; 1; 48; 0],1.6884222865e-38,
[1; 1; 47; 1],1.40645576354e-36,
[1; 1; 46; 2],5.8578882505e-35,
[1; 1; 45; 3],1.62654030294e-33,
[1; 1; 44; 4],3.38727017818e-32,
[1; 1; 43; 5],5.64319211239e-31,
[1; 1; 42; 6],7.83463170983e-30,
[1; 1; 41; 7],9.32321172731e-29,
[1; 1; 40; 8],9.70779420338e-28,
[1; 1; 39; 9],8.98510285002e-27,
[1; 1; 38; 10],7.48459066814e-26,
[1; 1; 37; 11],5.66787638329e-25,
[1; 1; 36; 12],3.93445085296e-24,
[1; 1; 35; 13],2.52107504455e-23,
[1; 1; 34; 14],1.50003965032e-22,
[1; 1; 33; 15],8.33022018486e-22,
[1; 1; 32; 16],4.33692088031e-21,
[1; 1; 31; 17],2.12509122967e-20,
[1; 1; 30; 18],9.83444996062e-20,
[1; 1; 29; 19],4.31162990038e-19,
[1; 1; 28; 20],1.79579385209e-18,
[1; 1; 27; 21],7.12331560763e-18,
[1; 1; 26; 22],2.69714631657e-17,
[1; 1; 25; 23],9.76836034751e-17,
[1; 1; 24; 24],3.39043506793e-16,
[1; 1; 23; 25],1.12969296374e-15,
[1; 1; 22; 26],3.61936245404e-15,
[1; 1; 21; 27],1.11664034142e-14,
[1; 1; 20; 28],3.32200501309e-14,
[1; 1; 19; 29],9.54217301281e-14,
[1; 1; 18; 30],2.64954337112e-13,
[1; 1; 17; 31],7.11957944e-13,
[1; 1; 16; 32],1.85331552151e-12,
[1; 1; 15; 33],4.67821766119e-12,
[1; 1; 14; 34],1.14616332609e-11,
[1; 1; 13; 35],2.72786871392e-11,
[1; 1; 12; 36],6.3119851025e-11,
[1; 1; 11; 37],1.4210496179e-10,
[1; 1; 10; 38],3.11509034413e-10,
[1; 1; 9; 39],6.65351347336e-10,
[1; 1; 8; 40],1.38559417973e-09,
[1; 1; 7; 41],2.81512183122e-09,
[1; 1; 6; 42],5.58332496084e-09,
[1; 1; 5; 43],1.08160690435e-08,
[1; 1; 4; 44],2.04767852411e-08,
[1; 1; 3; 45],3.79048046497e-08,
[1; 1; 2; 46],6.86406570612e-08,
[1; 1; 1; 47],1.21654611248e-07,
[1; 1; 0; 48],2.1112143977e-07,
[1; 0; 49; 0],4.50245943444e-39,
[1; 0; 48; 1],3.75054870592e-37,
[1; 0; 47; 2],1.56210353478e-35,
[1; 0; 46; 3],4.33744081147e-34,
[1; 0; 45; 4],9.03272048274e-33,
[1; 0; 44; 5],1.50485123123e-31,
[1; 0; 43; 6],2.08923512438e-30,
[1; 0; 42; 7],2.48618979604e-29,
[1; 0; 41; 8],2.58874512308e-28,
[1; 0; 40; 9],2.39602742868e-27,
[1; 0; 39; 10],1.99589084651e-26,
