state, probability,
[29; 3; 5; 13],1.13263527604e-35,
[29; 3; 4; 14],6.73917988708e-35,
[29; 3; 3; 15],3.74249122766e-34,
[29; 3; 2; 16],1.94843449386e-33,
[29; 3; 1; 17],9.54732901236e-33,
[29; 3; 0; 18],4.41829170055e-32,
[29; 2; 19; 0],2.02280546761e-51,
[29; 2; 18; 1],1.68499695318e-49,
[29; 2; 17; 2],7.01801230446e-48,
[29; 2; 16; 3],1.94866808166e-46,
[29; 2; 15; 4],4.05810127685e-45,
[29; 2; 14; 5],6.76079672188e-44,
[29; 2; 13; 6],9.38623944145e-43,
[29; 2; 12; 7],1.11696249265e-41,
[29; 2; 11; 8],1.16303719455e-40,
[29; 2; 10; 9],1.07645553588e-39,
[29; 2; 9; 10],8.96687460679e-39,
[29; 2; 8; 11],6.79036958322e-38,
[29; 2; 7; 12],4.71364821529e-37,
[29; 2; 6; 13],3.02036073863e-36,
[29; 2; 5; 14],1.79711463807e-35,
[29; 2; 4; 15],9.97997661549e-35,
[29; 2; 3; 16],5.19582532133e-34,
[29; 2; 2; 17],2.54595440543e-33,
[29; 2; 1; 18],1.17821112114e-32,
[29; 2; 0; 19],5.16552559543e-32,
[29; 1; 20; 0],5.39414791816e-52,
[29; 1; 19; 1],4.49332521227e-50,
[29; 1; 18; 2],1.87146994943e-48,
[29; 1; 17; 3],5.19644822213e-47,
[29; 1; 16; 4],1.0821603414e-45,
[29; 1; 15; 5],1.80287912735e-44,
[29; 1; 14; 6],2.50299718649e-43,
[29; 1; 13; 7],2.97856664956e-42,
[29; 1; 12; 8],3.1014325214e-41,
[29; 1; 11; 9],2.87054809809e-40,
[29; 1; 10; 10],2.39116656382e-39,
[29; 1; 9; 11],1.81076522371e-38,
[29; 1; 8; 12],1.25697285847e-37,
[29; 1; 7; 13],8.05429530979e-37,
[29; 1; 6; 14],4.79230570553e-36,
[29; 1; 5; 15],2.6613270997e-35,
[29; 1; 4; 16],1.38555342018e-34,
[29; 1; 3; 17],6.78921175353e-34,
[29; 1; 2; 18],3.14189632567e-33,
[29; 1; 1; 19],1.37747349327e-32,
[29; 1; 0; 20],5.73717709493e-32,
[29; 0; 21; 0],1.43843944605e-52,
[29; 0; 20; 1],1.19822005761e-50,
[29; 0; 19; 2],4.990586536e-49,
[29; 0; 18; 3],1.38571952707e-47,
[29; 0; 17; 4],2.88576091283e-46,
[29; 0; 16; 5],4.80767767697e-45,
[29; 0; 15; 6],6.67465916958e-44,
[29; 0; 14; 7],7.94284440551e-43,
[29; 0; 13; 8],8.27048673069e-42,
[29; 0; 12; 9],7.65479493468e-41,
[29; 0; 11; 10],6.37644417554e-40,
[29; 0; 10; 11],4.82870726729e-39,
[29; 0; 9; 12],3.35192762539e-38,
[29; 0; 8; 13],2.14781208442e-37,
[29; 0; 7; 14],1.27794818922e-36,
[29; 0; 6; 15],7.09687227183e-36,
[29; 0; 5; 16],3.69480912359e-35,
[29; 0; 4; 17],1.81045646913e-34,
[29; 0; 3; 18],8.37839020883e-34,
[29; 0; 2; 19],3.67326265181e-33,
[29; 0; 1; 20],1.52991389327e-32,
[29; 0; 0; 21],6.06865843849e-32,
[28; 22; 0; 0],4.22404131186e-39,
[28; 21; 1; 0],1.12641101744e-39,
[28; 21; 0; 1],9.38300376786e-38,
[28; 20; 2; 0],3.0037627157e-40,
[28; 20; 1; 1],2.5021343402e-38,
[28; 20; 0; 2],1.04213895187e-36,
[28; 19; 3; 0],8.01003391527e-41,
[28; 19; 2; 1],6.67235824613e-39,
[28; 19; 1; 2],2.77903720732e-37,
[28; 19; 0; 3],7.71645997287e-36,
[28; 18; 4; 0],2.13600904587e-41,
[28; 18; 3; 1],1.7792955338e-39,
[28; 18; 2; 2],7.4107658924e-38,
[28; 18; 1; 3],2.05772266116e-36,
[28; 18; 0; 4],4.28520743847e-35,
[28; 17; 5; 0],5.69602412709e-42,
[28; 17; 4; 1],4.74478809411e-40,
[28; 17; 3; 2],1.97620423963e-38,
[28; 17; 2; 3],5.48726043437e-37,
[28; 17; 1; 4],1.14272198455e-35,
[28; 17; 0; 5],1.90377482476e-34,
[28; 16; 6; 0],1.5189397685e-42,
[28; 16; 5; 1],1.26527682616e-40,
[28; 16; 4; 2],5.26987797678e-39,
[28; 16; 3; 3],1.46326945039e-37,
[28; 16; 2; 4],3.04725862803e-36,
[28; 16; 1; 5],5.07673287029e-35,
[28; 16; 0; 6],7.04819746267e-34,
[28; 15; 7; 0],4.05050605274e-43,
[28; 15; 6; 1],3.37407153926e-41,
[28; 15; 5; 2],1.40530079499e-39,
[28; 15; 4; 3],3.902051871e-38,
[28; 15; 3; 4],8.12602301492e-37,
[28; 15; 2; 5],1.35379543321e-35,
[28; 15; 1; 6],1.87951932496e-34,
[28; 15; 0; 7],2.23662799493e-33,
[28; 14; 8; 0],1.0801349483e-43,
[28; 14; 7; 1],8.99752411225e-42,
[28; 14; 6; 2],3.74746878978e-40,
[28; 14; 5; 3],1.04054716647e-38,
[28; 14; 4; 4],2.16693947247e-37,
[28; 14; 3; 5],3.61012115827e-36,
[28; 14; 2; 6],5.01205153743e-35,
[28; 14; 1; 7],5.96434132482e-34,
[28; 14; 0; 8],6.21037039955e-33,
[28; 13; 9; 0],2.88035986456e-44,
[28; 13; 8; 1],2.39933976528e-42,
[28; 13; 7; 2],9.99325011449e-41,
[28; 13; 6; 3],2.77479244626e-39,
[28; 13; 5; 4],5.77850526476e-38,
[28; 13; 4; 5],9.62698976347e-37,
[28; 13; 3; 6],1.33654707777e-35,
[28; 13; 2; 7],1.59049102129e-34,
[28; 13; 1; 8],1.65609877461e-33,
[28; 13; 0; 9],1.53281142017e-32,
[28; 12; 10; 0],7.68095964529e-45,
[28; 12; 9; 1],6.39823937946e-43,
[28; 12; 8; 2],2.66486669944e-41,
[28; 12; 7; 3],7.39944652957e-40,
[28; 12; 6; 4],1.54093473856e-38,
[28; 12; 5; 5],2.56719727242e-37,
[28; 12; 4; 6],3.56412554372e-36,
[28; 12; 3; 7],4.24130939366e-35,
[28; 12; 2; 8],4.41626340266e-34,
[28; 12; 1; 9],4.08749712389e-33,
[28; 12; 0; 10],3.4048851015e-32,
[28; 11; 11; 0],2.04825590713e-45,
[28; 11; 10; 1],1.70619716929e-43,
[28; 11; 9; 2],7.10631120446e-42,
[28; 11; 8; 3],1.97318574288e-40,
[28; 11; 7; 4],4.10915930629e-39,
[28; 11; 6; 5],6.84585939886e-38,
[28; 11; 5; 6],9.50433479122e-37,
[28; 11; 4; 7],1.13101583926e-35,
[28; 11; 3; 8],1.1776702417e-34,
[28; 11; 2; 9],1.08999923395e-33,
[28; 11; 1; 10],9.07969361164e-33,
[28; 11; 0; 11],6.87580433864e-32,
[28; 10; 12; 0],5.46201575694e-46,
[28; 10; 11; 1],4.54985912193e-44,
[28; 10; 10; 2],1.89501632278e-42,
[28; 10; 9; 3],5.26182865209e-41,
[28; 10; 8; 4],1.09577581593e-39,
[28; 10; 7; 5],1.8255625079e-38,
[28; 10; 6; 6],2.53448927979e-37,
[28; 10; 5; 7],3.01604224056e-36,
[28; 10; 4; 8],3.1404539805e-35,
[28; 10; 3; 9],2.90666462632e-34,
[28; 10; 2; 10],2.4212516318e-33,
[28; 10; 1; 11],1.83354782518e-32,
[28; 10; 0; 12],1.27278778097e-31,
[28; 9; 13; 0],1.45653753641e-46,
[28; 9; 12; 1],1.21329576687e-44,
[28; 9; 11; 2],5.053376865e-43,
[28; 9; 10; 3],1.4031543084e-41,
[28; 9; 9; 4],2.92206884494e-40,
[28; 9; 8; 5],4.86816669181e-39,
[28; 9; 7; 6],6.75863808511e-38,
[28; 9; 6; 7],8.04277931492e-37,
[28; 9; 5; 8],8.37454395503e-36,
[28; 9; 4; 9],7.75110567669e-35,
[28; 9; 3; 10],6.45667102357e-34,
[28; 9; 2; 11],4.88946087125e-33,
[28; 9; 1; 12],3.39410075211e-32,
[28; 9; 0; 13],2.17483532636e-31,
[28; 8; 14; 0],3.88410010035e-47,
[28; 8; 13; 1],3.23545538103e-45,
[28; 8; 12; 2],1.34756716513e-43,
[28; 8; 11; 3],3.74174482555e-42,
[28; 8; 10; 4],7.79218359304e-41,
[28; 8; 9; 5],1.29817778557e-39,
[28; 8; 8; 6],1.80230349088e-38,
[28; 8; 7; 7],2.14474115245e-37,
[28; 8; 6; 8],2.23321172322e-36,
[28; 8; 5; 9],2.06696151552e-35,
[28; 8; 4; 10],1.72177894106e-34,
[28; 8; 3; 11],1.30385623343e-33,
[28; 8; 2; 12],9.05093534655e-33,
[28; 8; 1; 13],5.79956087516e-32,
[28; 8; 0; 14],3.45073871799e-31,
[28; 7; 15; 0],1.03576002763e-47,
[28; 7; 14; 1],8.62788102332e-46,
[28; 7; 13; 2],3.59351244337e-44,
[28; 7; 12; 3],9.97798620985e-43,
[28; 7; 11; 4],2.07791562656e-41,
[28; 7; 10; 5],3.4618074311e-40,
[28; 7; 9; 6],4.80614264638e-39,
[28; 7; 8; 7],5.71930974466e-38,
[28; 7; 7; 8],5.95523126692e-37,
[28; 7; 6; 9],5.51189737935e-36,
[28; 7; 5; 10],4.59141051336e-35,
[28; 7; 4; 11],3.47694995873e-34,
[28; 7; 3; 12],2.41358276111e-33,
[28; 7; 2; 13],1.54654956801e-32,
[28; 7; 1; 14],9.20196992237e-32,
[28; 7; 0; 15],5.11016062618e-31,
[28; 6; 16; 0],2.76202674266e-48,
[28; 6; 15; 1],2.30076827482e-46,
[28; 6; 14; 2],9.58269985703e-45,
[28; 6; 13; 3],2.66079632486e-43,
[28; 6; 12; 4],5.54110834214e-42,
[28; 6; 11; 5],9.2314864907e-41,
[28; 6; 10; 6],1.28163804011e-39,
[28; 6; 9; 7],1.52514926652e-38,
[28; 6; 8; 8],1.58806167251e-37,
[28; 6; 7; 9],1.46983930239e-36,
[28; 6; 6; 10],1.22437613793e-35,
[28; 6; 5; 11],9.2718665644e-35,
[28; 6; 4; 12],6.43622070169e-34,
[28; 6; 3; 13],4.12413218482e-33,
[28; 6; 2; 14],2.45385864803e-32,
[28; 6; 1; 15],1.36270950146e-31,
[28; 6; 0; 16],7.09460633635e-31,
[28; 5; 17; 0],7.36540465329e-49,
[28; 5; 16; 1],6.13538207133e-47,
[28; 5; 15; 2],2.55538663069e-45,
[28; 5; 14; 3],7.09545687226e-44,
[28; 5; 13; 4],1.47762889248e-42,
[28; 5; 12; 5],2.46172973292e-41,
[28; 5; 11; 6],3.41770144317e-40,
[28; 5; 10; 7],4.06706471415e-39,
[28; 5; 9; 8],4.23483113025e-38,
[28; 5; 8; 9],3.91957147634e-37,
[28; 5; 7; 10],3.26500303721e-36,
[28; 5; 6; 11],2.47249775258e-35,
[28; 5; 5; 12],1.71632552189e-34,
[28; 5; 4; 13],1.09976858354e-33,
[28; 5; 3; 14],6.5436230669e-33,
[28; 5; 2; 15],3.63389200694e-32,
[28; 5; 1; 16],1.89189502462e-31,
[28; 5; 0; 17],9.27028561328e-31,
[28; 4; 18; 0],1.96410790919e-49,
[28; 4; 17; 1],1.63610188706e-47,
[28; 4; 16; 2],6.81436435423e-46,
[28; 4; 15; 3],1.89212183419e-44,
[28; 4; 14; 4],3.94034371659e-43,
[28; 4; 13; 5],6.56461262664e-42,
[28; 4; 12; 6],9.11387052276e-41,
[28; 4; 11; 7],1.08455059135e-39,
[28; 4; 10; 8],1.12928830235e-38,
[28; 4; 9; 9],1.04521906124e-37,
[28; 4; 8; 10],8.70667477321e-37,
[28; 4; 7; 11],6.59332734576e-36,
[28; 4; 6; 12],4.57686806223e-35,
[28; 4; 5; 13],2.93271622524e-34,
[28; 4; 4; 14],1.74496615264e-33,
[28; 4; 3; 15],9.69037869332e-33,
[28; 4; 2; 16],5.04505340322e-32,
[28; 4; 1; 17],2.47207616562e-31,
[28; 4; 0; 18],1.14402191352e-30,
[28; 3; 19; 0],5.23762109558e-50,
[28; 3; 18; 1],4.36293836917e-48,
[28; 3; 17; 2],1.81716382932e-46,
[28; 3; 16; 3],5.04565822875e-45,
[28; 3; 15; 4],1.05075832531e-43,
[28; 3; 14; 5],1.75056336857e-42,
[28; 3; 13; 6],2.43036547478e-41,
[28; 3; 12; 7],2.8921349127e-40,
[28; 3; 11; 8],3.01143547546e-39,
[28; 3; 10; 9],2.7872508323e-38,
[28; 3; 9; 10],2.32177994147e-37,
[28; 3; 8; 11],1.75822062701e-36,
[28; 3; 7; 12],1.22049815095e-35,
[28; 3; 6; 13],7.82057660722e-35,
[28; 3; 5; 14],4.65324307761e-34,
[28; 3; 4; 15],2.58410098706e-33,
[28; 3; 3; 16],1.34534757532e-32,
[28; 3; 2; 17],6.59220311385e-32,
[28; 3; 1; 18],3.05072510527e-31,
[28; 3; 0; 19],1.33750211089e-30,
[28; 2; 20; 0],1.39669896e-50,
[28; 2; 19; 1],1.16345023276e-48,
[28; 2; 18; 2],4.84577021559e-47,
[28; 2; 17; 3],1.34550886213e-45,
[28; 2; 16; 4],2.80202220317e-44,
[28; 2; 15; 5],4.66816898678e-43,
[28; 2; 14; 6],6.48097460485e-42,
[28; 2; 13; 7],7.71235977367e-41,
[28; 2; 12; 8],8.03049460798e-40,
[28; 2; 11; 9],7.43266889239e-39,
[28; 2; 10; 10],6.19141318246e-38,
[28; 2; 9; 11],4.68858834264e-37,
[28; 2; 8; 12],3.25466173861e-36,
[28; 2; 7; 13],2.08548709701e-35,
[28; 2; 6; 14],1.24086482174e-34,
[28; 2; 5; 15],6.89093597127e-34,
[28; 2; 4; 16],3.5875935372e-33,
[28; 2; 3; 17],1.75792083184e-32,
[28; 2; 2; 18],8.13526695423e-32,
[28; 2; 1; 19],3.56667229869e-31,
[28; 2; 0; 20],1.48551901123e-30,
[28; 1; 21; 0],3.72453056312e-51,
[28; 1; 20; 1],3.10253395662e-49,
[28; 1; 19; 2],1.29220539191e-47,
[28; 1; 18; 3],3.58802363536e-46,
[28; 1; 17; 4],7.47205921473e-45,
[28; 1; 16; 5],1.24484506419e-43,
[28; 1; 15; 6],1.72825989608e-42,
[28; 1; 14; 7],2.05662927471e-41,
[28; 1; 13; 8],2.14146523059e-40,
[28; 1; 12; 9],1.98204503964e-39,
[28; 1; 11; 10],1.65104351671e-38,
[28; 1; 10; 11],1.25029022575e-37,
[28; 1; 9; 12],8.67909797691e-37,
[28; 1; 8; 13],5.56129893003e-36,
[28; 1; 7; 14],3.30897286075e-35,
[28; 1; 6; 15],1.83758292722e-34,
[28; 1; 5; 16],9.56691610724e-34,
[28; 1; 4; 17],4.68778888884e-33,
[28; 1; 3; 18],2.16940452295e-32,
[28; 1; 2; 19],9.51112613783e-32,
[28; 1; 1; 20],3.96138403327e-31,
[28; 1; 0; 21],1.57134899862e-30,
[28; 0; 22; 0],9.93208150999e-52,
[28; 0; 21; 1],8.27342389127e-50,
[28; 0; 20; 2],3.44588104799e-48,
[28; 0; 19; 3],9.56806303567e-47,
[28; 0; 18; 4],1.9925491256e-45,
[28; 0; 17; 5],3.31958684062e-44,
[28; 0; 16; 6],4.60869306008e-43,
[28; 0; 15; 7],5.48434473716e-42,
[28; 0; 14; 8],5.71057395305e-41,
[28; 0; 13; 9],5.28545344347e-40,
[28; 0; 12; 10],4.40278271492e-39,
[28; 0; 11; 11],3.33410727148e-38,
[28; 0; 10; 12],2.31442612912e-37,
[28; 0; 9; 13],1.48301304925e-36,
[28; 0; 8; 14],8.82392763608e-36,
[28; 0; 7; 15],4.90022114336e-35,
[28; 0; 6; 16],2.55117763074e-34,
[28; 0; 5; 17],1.25007703807e-33,
[28; 0; 4; 18],5.78507873273e-33,
[28; 0; 3; 19],2.53630030555e-32,
[28; 0; 2; 20],1.05636907643e-31,
[28; 0; 1; 21],4.19026399984e-31,
[28; 0; 0; 22],1.58658632232e-30,
[27; 23; 0; 0],1.05601028674e-37,
[27; 22; 1; 0],2.81602743367e-38,
[27; 22; 0; 1],2.34575085039e-36,
[27; 21; 2; 0],7.50940649609e-39,
[27; 21; 1; 1],6.25533560629e-37,
[27; 21; 0; 2],2.60534727796e-35,
[27; 20; 3; 0],2.00250840064e-39,
[27; 20; 2; 1],1.66808949641e-37,
[27; 20; 1; 2],6.94759274705e-36,
[27; 20; 0; 3],1.9291149179e-34,
[27; 19; 4; 0],5.34002240619e-40,
[27; 19; 3; 1],4.44823866083e-38,
[27; 19; 2; 2],1.85269140077e-36,
[27; 19; 1; 3],5.14430645207e-35,
[27; 19; 0; 4],1.0713018178e-33,
[27; 18; 5; 0],1.42400597618e-40,
[27; 18; 4; 1],1.18619697722e-38,
[27; 18; 3; 2],4.94051040621e-37,
[27; 18; 2; 3],1.37181505504e-35,
[27; 18; 1; 4],2.85680484985e-34,
[27; 18; 0; 5],4.75943687609e-33,
[27; 17; 6; 0],3.797349273e-41,
[27; 17; 5; 1],3.16319194191e-39,
[27; 17; 4; 2],1.31746944276e-37,
[27; 17; 3; 3],3.65817348317e-36,
[27; 17; 2; 4],7.61814627267e-35,
[27; 17; 1; 5],1.26918316802e-33,
[27; 17; 0; 6],1.76204929688e-32,
[27; 16; 7; 0],1.01262647365e-41,
[27; 16; 6; 1],8.43517851884e-40,
[27; 16; 5; 2],3.51325185031e-38,
[27; 16; 4; 3],9.75512929665e-37,
[27; 16; 3; 4],2.03150567442e-35,
[27; 16; 2; 5],3.3844884509e-34,
[27; 16; 1; 6],4.69879812895e-33,
[27; 16; 0; 7],5.59156976903e-32,
[27; 15; 8; 0],2.70033726534e-42,
[27; 15; 7; 1],2.24938094025e-40,
[27; 15; 6; 2],9.36867160871e-39,
[27; 15; 5; 3],2.60136781463e-37,
[27; 15; 4; 4],5.41734846967e-36,
[27; 15; 3; 5],9.02530254333e-35,
[27; 15; 2; 6],1.25301283544e-33,
[27; 15; 1; 7],1.49108527299e-32,
[27; 15; 0; 8],1.55259253927e-31,
[27; 14; 9; 0],7.20089938028e-43,
[27; 14; 8; 1],5.99834917903e-41,
[27; 14; 7; 2],2.49831243109e-39,
[27; 14; 6; 3],6.93698084483e-38,
[27; 14; 5; 4],1.44462625979e-36,
[27; 14; 4; 5],2.40674734691e-35,
[27; 14; 3; 6],3.34136756398e-34,
[27; 14; 2; 7],3.97622739799e-33,
[27; 14; 1; 8],4.14024677488e-32,
[27; 14; 0; 9],3.83202840083e-31,
[27; 13; 10; 0],1.92023983636e-43,
[27; 13; 9; 1],1.59955978242e-41,
[27; 13; 8; 2],6.6621664885e-40,
[27; 13; 7; 3],1.84986156017e-38,
[27; 13; 6; 4],3.85233669601e-37,
[27; 13; 5; 5],6.41799293048e-36,
[27; 13; 4; 6],8.91031351143e-35,
[27; 13; 3; 7],1.06032730702e-33,
[27; 13; 2; 8],1.10406580756e-32,
[27; 13; 1; 9],1.02187424108e-31,
[27; 13; 0; 10],8.51221242145e-31,
[27; 12; 11; 0],5.12063956792e-44,
[27; 12; 10; 1],4.2654927567e-42,
[27; 12; 9; 2],1.77657773176e-40,
[27; 12; 8; 3],4.93296416461e-39,
[27; 12; 7; 4],1.02728978647e-37,
[27; 12; 6; 5],1.7114647829e-36,
[27; 12; 5; 6],2.37608360504e-35,
[27; 12; 4; 7],2.82753948776e-34,
[27; 12; 3; 8],2.9441754893e-33,
[27; 12; 2; 9],2.7249979785e-32,
[27; 12; 1; 10],2.26992331429e-31,
[27; 12; 0; 11],1.71895101755e-30,
[27; 11; 12; 0],1.36550388592e-44,
[27; 11; 11; 1],1.13746473607e-42,
[27; 11; 10; 2],4.737540622e-41,
[27; 11; 9; 3],1.31545711167e-39,
[27; 11; 8; 4],2.73943943288e-38,
[27; 11; 7; 5],4.56390609156e-37,
[27; 11; 6; 6],6.33622295211e-36,
[27; 11; 5; 7],7.54010530704e-35,
[27; 11; 4; 8],7.85113464474e-34,
[27; 11; 3; 9],7.2666612821e-33,
[27; 11; 2; 10],6.0531288432e-32,
[27; 11; 1; 11],4.58386938399e-31,
[27; 11; 0; 12],3.1819693282e-30,
[27; 10; 13; 0],3.64134369886e-45,
[27; 10; 12; 1],3.03323929875e-43,
[27; 10; 11; 2],1.26334416693e-41,
[27; 10; 10; 3],3.50788563406e-40,
[27; 10; 9; 4],7.30517182715e-39,
[27; 10; 8; 5],1.21704162544e-37,
[27; 10; 7; 6],1.68965945531e-36,
[27; 10; 6; 7],2.01069475023e-35,
[27; 10; 5; 8],2.09363590702e-34,
[27; 10; 4; 9],1.93777634352e-33,
[27; 10; 3; 10],1.61416769288e-32,
[27; 10; 2; 11],1.22236517009e-31,
[27; 10; 1; 12],8.485251549e-31,
[27; 10; 0; 13],5.43708810363e-30,
[27; 9; 14; 0],9.71024987178e-46,
[27; 9; 13; 1],8.08863813679e-44,
[27; 9; 12; 2],3.36891778131e-42,
[27; 9; 11; 3],9.35436169869e-41,
[27; 9; 10; 4],1.94804582221e-39,
[27; 9; 9; 5],3.24544433723e-38,
[27; 9; 8; 6],4.50575855129e-37,
[27; 9; 7; 7],5.36185267179e-36,
[27; 9; 6; 8],5.58302909008e-35,
[27; 9; 5; 9],5.16740358706e-34,
[27; 9; 4; 10],4.30444718462e-33,
[27; 9; 3; 11],3.25964045632e-32,
[27; 9; 2; 12],2.2627337483e-31,
[27; 9; 1; 13],1.44989016219e-30,
[27; 9; 0; 14],8.62684645818e-30,
[27; 8; 15; 0],2.58939996798e-46,
[27; 8; 14; 1],2.15697017162e-44,
[27; 8; 13; 2],8.98378075769e-43,
[27; 8; 12; 3],2.49449645508e-41,
[27; 8; 11; 4],5.19478886359e-40,
[27; 8; 10; 5],8.65451823989e-39,
[27; 8; 9; 6],1.20153561469e-37,
[27; 8; 8; 7],1.42982738035e-36,
[27; 8; 7; 8],1.48880775861e-35,
[27; 8; 6; 9],1.37797429104e-34,
[27; 8; 5; 10],1.14785258353e-33,
[27; 8; 4; 11],8.69237455748e-33,
[27; 8; 3; 12],6.0339566672e-32,
[27; 8; 2; 13],3.86637376908e-31,
[27; 8; 1; 14],2.30049239078e-30,
[27; 8; 0; 15],1.27754010667e-29,
[27; 7; 16; 0],6.90506658709e-47,
[27; 7; 15; 1],5.75192046249e-45,
[27; 7; 14; 2],2.39567487073e-43,
[27; 7; 13; 3],6.65199055246e-42,
[27; 7; 12; 4],1.38527703145e-40,
[27; 7; 11; 5],2.30787153258e-39,
[27; 7; 10; 6],3.20409497519e-38,
[27; 7; 9; 7],3.81287301746e-37,
[27; 7; 8; 8],3.97015402628e-36,
[27; 7; 7; 9],3.67459811253e-35,
[27; 7; 6; 10],3.06094022531e-34,
[27; 7; 5; 11],2.31796655061e-33,
[27; 7; 4; 12],1.60905511261e-32,
[27; 7; 3; 13],1.03103300595e-31,
[27; 7; 2; 14],6.13464638057e-31,
[27; 7; 1; 15],3.40677362065e-30,
[27; 7; 0; 16],1.77365151484e-29,
[27; 6; 17; 0],1.84135109144e-47,
[27; 6; 16; 1],1.53384545795e-45,
[27; 6; 15; 2],6.38846632731e-44,
[27; 6; 14; 3],1.77386414881e-42,
[27; 6; 13; 4],3.69407208698e-41,
[27; 6; 12; 5],6.15432409204e-40,
[27; 6; 11; 6],8.54425327435e-39,
[27; 6; 10; 7],1.01676613884e-37,
[27; 6; 9; 8],1.05870774123e-36,
[27; 6; 8; 9],9.79892830831e-36,
[27; 6; 7; 10],8.16250727436e-35,
[27; 6; 6; 11],6.18124414015e-34,
[27; 6; 5; 12],4.29081363722e-33,
[27; 6; 4; 13],2.74942135152e-32,
[27; 6; 3; 14],1.63590570286e-31,
[27; 6; 2; 15],9.08472966269e-31,
[27; 6; 1; 16],4.72973737689e-30,
[27; 6; 0; 17],2.31757131284e-29,
[27; 5; 18; 0],4.91026958129e-48,
[27; 5; 17; 1],4.09025455798e-46,
[27; 5; 16; 2],1.70359102205e-44,
[27; 5; 15; 3],4.73030440081e-43,
[27; 5; 14; 4],9.85085890689e-42,
[27; 5; 13; 5],1.64115309259e-40,
[27; 5; 12; 6],2.27846754174e-39,
[27; 5; 11; 7],2.71137637252e-38,
[27; 5; 10; 8],2.82322064566e-37,
[27; 5; 9; 9],2.61304755108e-36,
[27; 5; 8; 10],2.17666860832e-35,
[27; 5; 7; 11],1.64833177209e-34,
[27; 5; 6; 12],1.14421697089e-33,
[27; 5; 5; 13],7.33179027688e-33,
[27; 5; 4; 14],4.36241521129e-32,
[27; 5; 3; 15],2.42259457875e-31,
[27; 5; 2; 16],1.26126330156e-30,
[27; 5; 1; 17],6.18019017277e-30,
[27; 5; 0; 18],2.86005467214e-29,
[27; 4; 19; 0],1.30940522278e-48,
[27; 4; 18; 1],1.09073454971e-46,
[27; 4; 17; 2],4.54290939594e-45,
[27; 4; 16; 3],1.26141450794e-43,
[27; 4; 15; 4],2.62689571071e-42,
[27; 4; 14; 5],4.37640825058e-41,
[27; 4; 13; 6],6.07591344974e-40,
[27; 4; 12; 7],7.23033699947e-39,
[27; 4; 11; 8],7.52858839474e-38,
[27; 4; 10; 9],6.96812680873e-37,
[27; 4; 9; 10],5.80444962707e-36,
[27; 4; 8; 11],4.39555139593e-35,
[27; 4; 7; 12],3.05124525826e-34,
[27; 4; 6; 13],1.95514407548e-33,
[27; 4; 5; 14],1.16331072399e-32,
[27; 4; 4; 15],6.46025221543e-32,
[27; 4; 3; 16],3.363368807e-31,
[27; 4; 2; 17],1.64805071412e-30,
[27; 4; 1; 18],7.62681246543e-30,
[27; 4; 0; 19],3.34375514667e-29,
[27; 3; 20; 0],3.49174726367e-49,
[27; 3; 19; 1],2.90862546834e-47,
[27; 3; 18; 2],1.2114425066e-45,
[27; 3; 17; 3],3.363772024e-44,
[27; 3; 16; 4],7.00505523444e-43,
[27; 3; 15; 5],1.16704220113e-41,
[27; 3; 14; 6],1.62024358796e-40,
[27; 3; 13; 7],1.92808986815e-39,
[27; 3; 12; 8],2.00762357362e-38,
[27; 3; 11; 9],1.85816715055e-37,
[27; 3; 10; 10],1.54785323519e-36,
[27; 3; 9; 11],1.1721470399e-35,
[27; 3; 8; 12],8.13665402886e-35,
[27; 3; 7; 13],5.21371753898e-34,
[27; 3; 6; 14],3.10216193324e-33,
[27; 3; 5; 15],1.72273392556e-32,
[27; 3; 4; 16],8.96898349286e-32,
[27; 3; 3; 17],4.39480190802e-31,
[27; 3; 2; 18],2.03381665916e-30,
[27; 3; 1; 19],8.91668039862e-30,
[27; 3; 0; 20],3.71379738308e-29,
[27; 2; 21; 0],9.31132604428e-50,
[27; 2; 20; 1],7.75633458874e-48,
[27; 2; 19; 2],3.23051335365e-46,
[27; 2; 18; 3],8.97005873821e-45,
[27; 2; 17; 4],1.86801473075e-43,
[27; 2; 16; 5],3.11211253897e-42,
[27; 2; 15; 6],4.32064957152e-41,
[27; 2; 14; 7],5.14157298604e-40,
[27; 2; 13; 8],5.35366286748e-39,
[27; 2; 12; 9],4.95511240564e-38,
[27; 2; 11; 10],4.12760863063e-37,
[27; 2; 10; 11],3.12572544236e-36,
[27; 2; 9; 12],2.16977440952e-35,
[27; 2; 8; 13],1.39032467823e-34,
[27; 2; 7; 14],8.27243182892e-34,
[27; 2; 6; 15],4.59395713869e-33,
[27; 2; 5; 16],2.39172893344e-32,
[27; 2; 4; 17],1.17194717646e-31,
[27; 2; 3; 18],5.42351109564e-31,
[27; 2; 2; 19],2.37778144163e-30,
[27; 2; 1; 20],9.90345969654e-30,
[27; 2; 0; 21],3.92837234319e-29,
[27; 1; 22; 0],2.48302028056e-50,
[27; 1; 21; 1],2.06835589207e-48,
[27; 1; 20; 2],8.61470228365e-47,
[27; 1; 19; 3],2.39201566553e-45,
[27; 1; 18; 4],4.98137261953e-44,
[27; 1; 17; 5],8.29896677757e-43,
[27; 1; 16; 6],1.15217322004e-41,
[27; 1; 15; 7],1.37108613076e-40,
[27; 1; 14; 8],1.42764343253e-39,
[27; 1; 13; 9],1.32136330928e-38,
